tweet,pos,emo
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr""><a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> - Was müssen Bauherren und Arbeitgeber auf Baustellen beachten? Das Gesundheitsministerium Schleswig-Holstein informiert über eine Reihe an (Sofort-)Maßnahmen, um das Infektionsrisiko auf Baustellen zu verringern. Mehr auf unserer Webseite: <a href=""https://t.co/zGLC3QR9ox"">https://t.co/zGLC3QR9ox</a> <a href=""https://t.co/XFVqaomUR7"">pic.twitter.com/XFVqaomUR7</a></p>&mdash; HWK Lübeck (@PR_hwk_luebeck) <a href=""https://twitter.com/PR_hwk_luebeck/status/1242118837962768390?ref_src=twsrc%5Etfw"">March 23, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Corona und häusliche Gewalt: &quot;Man muss mit dem Schlimmsten rechnen&quot; <a href=""https://t.co/ba9m8AfpRo"">https://t.co/ba9m8AfpRo</a></p>&mdash; LVG &amp; AFS (@LVGundAFS) <a href=""https://twitter.com/LVGundAFS/status/1244541970376282112?ref_src=twsrc%5Etfw"">March 30, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Ich finde, daß die Leute die unser Essen liefern und verkaufen und natürlich alle &#39;systemrelevante(n) &#39; Menschen noch dazu, mehr als den Mindestlohn verdienen sollten, wenn auch nur in dieser Krise. <a href=""https://twitter.com/hashtag/einekleinebitte?src=hash&amp;ref_src=twsrc%5Etfw"">#einekleinebitte</a> <a href=""https://twitter.com/hashtag/covid_19?src=hash&amp;ref_src=twsrc%5Etfw"">#covid_19</a>  <a href=""https://twitter.com/hashtag/coronavirus?src=hash&amp;ref_src=twsrc%5Etfw"">#coronavirus</a></p>&mdash; Adi 😷 dela Zufall (@pgsqueal) <a href=""https://twitter.com/pgsqueal/status/1242193848358572035?ref_src=twsrc%5Etfw"">March 23, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">*** BILDplus Inhalt *** Ohne Trauzeugen - Unser JA-Wort in Corona-Zeiten <a href=""https://t.co/cLFWTHVrox"">https://t.co/cLFWTHVrox</a></p>&mdash; BILD News (@BILD_News) <a href=""https://twitter.com/BILD_News/status/1242570543632732161?ref_src=twsrc%5Etfw"">March 24, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Pressekonferenz von MP Söder zu <a href=""https://twitter.com/hashtag/corona?src=hash&amp;ref_src=twsrc%5Etfw"">#corona</a> vom <a href=""https://twitter.com/hashtag/homeoffice?src=hash&amp;ref_src=twsrc%5Etfw"">#homeoffice</a> <a href=""https://t.co/Kvbnfeifv1"">pic.twitter.com/Kvbnfeifv1</a></p>&mdash; Matthias J. Lange (@redaktion42) <a href=""https://twitter.com/redaktion42/status/1244574012489052160?ref_src=twsrc%5Etfw"">March 30, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr""><a href=""https://twitter.com/hashtag/Verordnung?src=hash&amp;ref_src=twsrc%5Etfw"">#Verordnung</a>: <a href=""https://twitter.com/hashtag/Bundesgesundheitsminister?src=hash&amp;ref_src=twsrc%5Etfw"">#Bundesgesundheitsminister</a> <a href=""https://twitter.com/hashtag/Spahn?src=hash&amp;ref_src=twsrc%5Etfw"">#Spahn</a> (<a href=""https://twitter.com/hashtag/CDU?src=hash&amp;ref_src=twsrc%5Etfw"">#CDU</a>) will das für Mitte April geplante 2. Staatsexamen für <a href=""https://twitter.com/hashtag/Medizinstudenten?src=hash&amp;ref_src=twsrc%5Etfw"">#Medizinstudenten</a> verschieben und so mehr <a href=""https://twitter.com/hashtag/Fachpersonal?src=hash&amp;ref_src=twsrc%5Etfw"">#Fachpersonal</a> für die Betreuung von Corona-Infizierten gewinnen. <a href=""https://twitter.com/hashtag/CoronavirusDE?src=hash&amp;ref_src=twsrc%5Etfw"">#CoronavirusDE</a> <a href=""https://twitter.com/hashtag/Staatsexamen?src=hash&amp;ref_src=twsrc%5Etfw"">#Staatsexamen</a> <a href=""https://t.co/cIyC2UGILK"">https://t.co/cIyC2UGILK</a> <a href=""https://t.co/HIihWDQNX7"">pic.twitter.com/HIihWDQNX7</a></p>&mdash; APOTHEKE ADHOC (@ApothekeAdhoc) <a href=""https://twitter.com/ApothekeAdhoc/status/1244987960371613696?ref_src=twsrc%5Etfw"">March 31, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Corona-Soforthilfen: Wenn der Amtsschimmel ins Traben kommt <a href=""https://t.co/prqvRT5DsK"">https://t.co/prqvRT5DsK</a> <a href=""https://t.co/yXqbzBun4j"">pic.twitter.com/yXqbzBun4j</a></p>&mdash; SPIEGEL Ticker (@SPIEGEL_alles) <a href=""https://twitter.com/SPIEGEL_alles/status/1245039039519936513?ref_src=twsrc%5Etfw"">March 31, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr""><a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> ist ein SYSTEMTEST - dies erkennt man an den unterschiedlichen Motalitätszahlen. Experten rechnen weltweit mit 40 MILLIONEN Toten durch Covid19, das ist wahrscheinlich untertrieben. Die Mortalität in Deutschland derzeit 0,8, Italien 13% in Afrika und Indien vermutlich 40%</p>&mdash; Alessandra Soraya (@AlessandraMuc) <a href=""https://twitter.com/AlessandraMuc/status/1245307426632601602?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""en"" dir=""ltr"">Mission accomplished! That was my weekend project...Turning my <a href=""https://twitter.com/hashtag/raspberrypi?src=hash&amp;ref_src=twsrc%5Etfw"">#raspberrypi</a> into a <a href=""https://twitter.com/hashtag/retrogames?src=hash&amp;ref_src=twsrc%5Etfw"">#retrogames</a> console.<a href=""https://twitter.com/hashtag/MetalSlug?src=hash&amp;ref_src=twsrc%5Etfw"">#MetalSlug</a> almost made me cry. Those times!<br><br>You can always find something funny that puts you out of the current situation.<a href=""https://twitter.com/hashtag/stayathome?src=hash&amp;ref_src=twsrc%5Etfw"">#stayathome</a> <a href=""https://twitter.com/hashtag/socialresponsibility?src=hash&amp;ref_src=twsrc%5Etfw"">#socialresponsibility</a> <a href=""https://twitter.com/hashtag/Covid_19?src=hash&amp;ref_src=twsrc%5Etfw"">#Covid_19</a> <a href=""https://t.co/f2rlPhzQ00"">pic.twitter.com/f2rlPhzQ00</a></p>&mdash; Fernando Cejas (@fernando_cejas) <a href=""https://twitter.com/fernando_cejas/status/1244297064038707202?ref_src=twsrc%5Etfw"">March 29, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Post von der Hausverwaltung, ich dachte naiv vielleicht sagen se, wir regeln Miete wegen Corona oder sowas, aber es war basically Mietendeckel ist verfassungswidrig und wir klagen auch dagegen!! Wehe ihr fordert euer Recht ein, wenn wir durchkommen zahlt ihr ALLES SOFORT zurück!!</p>&mdash; Gurkenhobel aka Knusper-Hannes (@thehangingarden) <a href=""https://twitter.com/thehangingarden/status/1245015086235881472?ref_src=twsrc%5Etfw"">March 31, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Gesundheit, Karriere und Geldsorgen – zur <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a>-Krise erreichen uns viele Fragen. Reporter Wir holen dazu Expertenrat ein. <a href=""https://t.co/U4EyS5Jc1f"">https://t.co/U4EyS5Jc1f</a></p>&mdash; LVZ (@LVZ) <a href=""https://twitter.com/LVZ/status/1245450253937119237?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Lauterbach warnt vor bleibenden Schäden nach Covid-19-Erkrankung <a href=""https://t.co/viGeAiP5iN"">https://t.co/viGeAiP5iN</a> <a href=""https://t.co/Tt3n2e4dev"">pic.twitter.com/Tt3n2e4dev</a></p>&mdash; WELT (@welt) <a href=""https://twitter.com/welt/status/1245331927260897281?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Bleibt in Sachen Corona auf dem Laufenden, abonniert den QuarantäneCast!<br>Auf Spotify:<a href=""https://t.co/F1edS3Mw7B"">https://t.co/F1edS3Mw7B</a></p>&mdash; RADIO OKJ JenaZeit (@jenazeit) <a href=""https://twitter.com/jenazeit/status/1241342634318274562?ref_src=twsrc%5Etfw"">March 21, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">&quot;Viele von uns müssen momentan <a href=""https://twitter.com/hashtag/alleine?src=hash&amp;ref_src=twsrc%5Etfw"">#alleine</a> daheim sein, weil wir nicht raus können – da sind wir irgendwie alle allein auf einer <a href=""https://twitter.com/hashtag/Welt?src=hash&amp;ref_src=twsrc%5Etfw"">#Welt</a>&quot;. Zeichnung von Franzi, 11 Jahre, über die aktuelle Situation mit dem <a href=""https://twitter.com/hashtag/Coronavirus?src=hash&amp;ref_src=twsrc%5Etfw"">#Coronavirus</a> und der <a href=""https://twitter.com/hashtag/Quarantaene?src=hash&amp;ref_src=twsrc%5Etfw"">#Quarantaene</a>. <a href=""https://twitter.com/hashtag/stiftungakm?src=hash&amp;ref_src=twsrc%5Etfw"">#stiftungakm</a> <a href=""https://twitter.com/hashtag/stayhome?src=hash&amp;ref_src=twsrc%5Etfw"">#stayhome</a> <a href=""https://twitter.com/hashtag/corona?src=hash&amp;ref_src=twsrc%5Etfw"">#corona</a> <a href=""https://t.co/fdkYkMM0EI"">pic.twitter.com/fdkYkMM0EI</a></p>&mdash; StiftungAKM (@StiftungAKM) <a href=""https://twitter.com/StiftungAKM/status/1244870439563866112?ref_src=twsrc%5Etfw"">March 31, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Angriff in Zeiten von Corona - Hust-Attacke auf Supermarkt-Detektiv <a href=""https://t.co/c09JVhES2P"">https://t.co/c09JVhES2P</a></p>&mdash; BILD (@BILD) <a href=""https://twitter.com/BILD/status/1245394790323310593?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Wer bei <a href=""https://twitter.com/lidl?ref_src=twsrc%5Etfw"">@lidl</a> hamstert, hört ein lautes &quot;Asozialer Lurch!&quot; <a href=""https://twitter.com/hashtag/coronavirus?src=hash&amp;ref_src=twsrc%5Etfw"">#coronavirus</a> <a href=""https://twitter.com/hashtag/COVID19?src=hash&amp;ref_src=twsrc%5Etfw"">#COVID19</a> <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> <a href=""https://twitter.com/hashtag/coronaberlin?src=hash&amp;ref_src=twsrc%5Etfw"">#coronaberlin</a></p>&mdash; (((Martin Bertram))) @ #Homeoffice (@rotelocke) <a href=""https://twitter.com/rotelocke/status/1239492800980320256?ref_src=twsrc%5Etfw"">March 16, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Bullishe Aussichten: Bitcoin-Kurs (BTC) kämpft sich aus Corona-Loch: So kann es weitergehen <a href=""https://t.co/ZhYZzVpb1l"">https://t.co/ZhYZzVpb1l</a> <a href=""https://t.co/L8rySfvb8n"">pic.twitter.com/L8rySfvb8n</a></p>&mdash; Bitcoin Nerd (@bitcoin_nerd) <a href=""https://twitter.com/bitcoin_nerd/status/1242734348702322689?ref_src=twsrc%5Etfw"">March 25, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">***Corona-Virus-Update*** Ausführlich auf <a href=""https://t.co/BPLjTmnL7a"">https://t.co/BPLjTmnL7a</a> Informationen für Hilfsangebote und Senioren-Beratung: <a href=""https://t.co/RPW9nq97Bx"">https://t.co/RPW9nq97Bx</a> und Infos zum aktuellen Wahlergebnis: <a href=""https://t.co/NfPT0Vo0MV"">https://t.co/NfPT0Vo0MV</a> <a href=""https://twitter.com/hashtag/Erlangen?src=hash&amp;ref_src=twsrc%5Etfw"">#Erlangen</a> <a href=""https://twitter.com/HJKrieg?ref_src=twsrc%5Etfw"">@HJKrieg</a> <a href=""https://twitter.com/hashtag/Corona_Virus_Ticker?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona_Virus_Ticker</a>: <a href=""https://t.co/3QHEGJokIg"">https://t.co/3QHEGJokIg</a> <a href=""https://t.co/H4P3LF8s9M"">pic.twitter.com/H4P3LF8s9M</a></p>&mdash; Jocki Krieg *StayHome* (@HJKrieg) <a href=""https://twitter.com/HJKrieg/status/1244702050014937093?ref_src=twsrc%5Etfw"">March 30, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Ansammlungen von mehr als zwei Personen sind wegen der <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a>-Krise ab sofort in <a href=""https://twitter.com/hashtag/Rheinland?src=hash&amp;ref_src=twsrc%5Etfw"">#Rheinland</a>-Pfalz verboten. Ausgenommen sind Familien. Das kündigte Ministerpräsidentin Malu Dreyer (SPD) am Sonntag an. <a href=""https://twitter.com/hashtag/covid19?src=hash&amp;ref_src=twsrc%5Etfw"">#covid19</a> <a href=""https://twitter.com/hashtag/RLP?src=hash&amp;ref_src=twsrc%5Etfw"">#RLP</a> <a href=""https://twitter.com/hashtag/stayathome?src=hash&amp;ref_src=twsrc%5Etfw"">#stayathome</a> <a href=""https://twitter.com/hashtag/covid2019de?src=hash&amp;ref_src=twsrc%5Etfw"">#covid2019de</a> <a href=""https://t.co/LNJN5M9DdE"">https://t.co/LNJN5M9DdE</a></p>&mdash; SWR Aktuell RP (@SWRAktuellRP) <a href=""https://twitter.com/SWRAktuellRP/status/1241771541672714241?ref_src=twsrc%5Etfw"">March 22, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Nach Corona wird es so kranke Sexorgien überall auf der Welt geben. Das spüre ich Freunde</p>&mdash; aliengate (@aliengate2) <a href=""https://twitter.com/aliengate2/status/1245276772213706752?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Emotional
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Corona-Kontrollen: Polizei ordnete 830 Schließungen an <a href=""https://t.co/0dZliAIrTg"">https://t.co/0dZliAIrTg</a></p>&mdash; Berlin aktuell (@Berlin_de_News) <a href=""https://twitter.com/Berlin_de_News/status/1245642641082961920?ref_src=twsrc%5Etfw"">April 2, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Weitere Finanzspritze für das Klinikum <a href=""https://twitter.com/hashtag/Niederlausitz?src=hash&amp;ref_src=twsrc%5Etfw"">#Niederlausitz</a>. Ein Sonderkreistag hat Donnerstagabend den Weg für frisches Geld freigemacht. <a href=""https://twitter.com/rbb24?ref_src=twsrc%5Etfw"">@rbb24</a> <a href=""https://twitter.com/hashtag/corona?src=hash&amp;ref_src=twsrc%5Etfw"">#corona</a> <a href=""https://t.co/n3GBfy5ONV"">https://t.co/n3GBfy5ONV</a></p>&mdash; rbb|24 Studio Cottbus (@rbb24cottbus) <a href=""https://twitter.com/rbb24cottbus/status/1240891154620694528?ref_src=twsrc%5Etfw"">March 20, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Deutschland rutscht in die Rezession: <a href=""https://twitter.com/hashtag/Corona?src=hash&amp;ref_src=twsrc%5Etfw"">#Corona</a> trifft auch die Zulieferbetriebe. Beim Getriebehersteller  <a href=""https://twitter.com/ZF_Konzern?ref_src=twsrc%5Etfw"">@ZF_Konzern</a> in Brandenburg/Havel (1600 Beschäftigte) stehen die Bänder ab morgen still. <a href=""https://twitter.com/maz_online?ref_src=twsrc%5Etfw"">@maz_online</a> <a href=""https://twitter.com/hashtag/covid_19DE?src=hash&amp;ref_src=twsrc%5Etfw"">#covid_19DE</a> <a href=""https://t.co/yoXBxsPaYr"">https://t.co/yoXBxsPaYr</a> via <a href=""https://twitter.com/maz_online?ref_src=twsrc%5Etfw"">@maz_online</a></p>&mdash; Henry Lohmar (@henry_lohmar) <a href=""https://twitter.com/henry_lohmar/status/1241665249406783488?ref_src=twsrc%5Etfw"">March 22, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Negativ,Nicht zutreffend
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">HR im Krisenmodus: <a href=""https://twitter.com/hashtag/Homeoffice?src=hash&amp;ref_src=twsrc%5Etfw"">#Homeoffice</a> ist vorteilhaft, nicht nur bei <a href=""https://twitter.com/hashtag/Covid_19?src=hash&amp;ref_src=twsrc%5Etfw"">#Covid_19</a>-Prävention | via <a href=""https://twitter.com/marcusreif?ref_src=twsrc%5Etfw"">@marcusreif</a><a href=""https://t.co/QsXzk3o1wr"">https://t.co/QsXzk3o1wr</a></p>&mdash; Searchtalent (@SearchtalentCOM) <a href=""https://twitter.com/SearchtalentCOM/status/1245257591459987456?ref_src=twsrc%5Etfw"">April 1, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Arbeiten im <a href=""https://twitter.com/hashtag/Homeoffice?src=hash&amp;ref_src=twsrc%5Etfw"">#Homeoffice</a><br>Viele von uns arbeiten jetzt von zu Haus. Damit die <a href=""https://twitter.com/hashtag/Kommunikation?src=hash&amp;ref_src=twsrc%5Etfw"">#Kommunikation</a> im Team trotzdem klappt und ihr am Ende nicht vereinsamt, hier ein paar &quot;Golden Rules&quot; von tbd*: <a href=""https://t.co/zoaWx8KwF3"">https://t.co/zoaWx8KwF3</a><a href=""https://twitter.com/hashtag/covid?src=hash&amp;ref_src=twsrc%5Etfw"">#covid</a> <a href=""https://twitter.com/hashtag/corona?src=hash&amp;ref_src=twsrc%5Etfw"">#corona</a> <a href=""https://twitter.com/hashtag/tools?src=hash&amp;ref_src=twsrc%5Etfw"">#tools</a> <a href=""https://twitter.com/hashtag/chatprogramm?src=hash&amp;ref_src=twsrc%5Etfw"">#chatprogramm</a> <a href=""https://twitter.com/hashtag/videokonferenz?src=hash&amp;ref_src=twsrc%5Etfw"">#videokonferenz</a> <a href=""https://t.co/Dtxh2UCRCQ"">pic.twitter.com/Dtxh2UCRCQ</a></p>&mdash; Enterprise (@Enterprise_BRB) <a href=""https://twitter.com/Enterprise_BRB/status/1241802005124964353?ref_src=twsrc%5Etfw"">March 22, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Positiv,Sachlich
"<blockquote class=""twitter-tweet""><p lang=""de"" dir=""ltr"">Apppel aus Sachsen: Abstand halten, Händewaschen, Helfen. <a href=""https://twitter.com/hashtag/CoronaSN?src=hash&amp;ref_src=twsrc%5Etfw"">#CoronaSN</a> <a href=""https://twitter.com/hashtag/Covid_19?src=hash&amp;ref_src=twsrc%5Etfw"">#Covid_19</a> <a href=""https://twitter.com/hashtag/Sachsen?src=hash&amp;ref_src=twsrc%5Etfw"">#Sachsen</a> <a href=""https://twitter.com/hashtag/gesundheit?src=hash&amp;ref_src=twsrc%5Etfw"">#gesundheit</a> <a href=""https://twitter.com/hashtag/anzeige?src=hash&amp;ref_src=twsrc%5Etfw"">#anzeige</a> <a href=""https://twitter.com/hashtag/ZuhauseBleiben?src=hash&amp;ref_src=twsrc%5Etfw"">#ZuhauseBleiben</a> <a href=""https://t.co/V271LueODf"">pic.twitter.com/V271LueODf</a></p>&mdash; Sozialministerium (@sms_sachsen) <a href=""https://twitter.com/sms_sachsen/status/1241255910070239232?ref_src=twsrc%5Etfw"">March 21, 2020</a></blockquote> <script async src=""https://platform.twitter.com/widgets.js"" charset=""utf-8""></script> ",Neutral,Sachlich
